total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
-0.158959	-0.358853	-1.189952	-1.628433	-1.757915	
-1.689086	-1.683223	-1.685716	-1.604029	6.464624	
8.196580	9.315663	8.896541	7.790878	5.620401	
4.377000	4.594779	4.506995	4.492862	4.637812	
4.387759	0.000128	0.000070	0.000038	0.000044	
0.000063	0.000108	0.000130	0.000132	0.000132	
0.000131	0.000131	0.000130	3420.049805	1319.928833	
33.070301	203.305267	764.911621	565.644226	73.392845	
19.874809	4.412195	3.858647	3.706282	4.861073	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.972823	-0.715464	
-0.115888	-0.158959	-0.358853	-1.189952	-1.628433	
-1.757915	-1.689086	-1.683223	-1.685716	-1.604029	
-1.597023	6.464624	8.196580	9.315663	8.896541	
7.790878	5.620401	4.377000	4.594779	4.506995	
4.492862	4.637812	4.387759	4.259775	0.000128	
0.000070	0.000038	0.000044	0.000063	0.000108	
0.000130	0.000132	0.000132	0.000131	0.000131	
0.000130	0.000130	3420.049805	1319.928833	33.070301	
203.305267	764.911621	565.644226	73.392845	19.874809	
4.412195	3.858647	3.706282	4.861073	6.665442	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.972823	
-0.715464	-0.115888	-0.158959	-0.358853	-1.189952	
-1.628433	-1.757915	-1.689086	-1.683223	-1.685716	
-1.604029	-1.597023	-1.627402	6.464624	8.196580	
9.315663	8.896541	7.790878	5.620401	4.377000	
4.594779	4.506995	4.492862	4.637812	4.387759	
4.259775	4.586522	0.000128	0.000070	0.000038	
0.000044	0.000063	0.000108	0.000130	0.000132	
0.000132	0.000131	0.000131	0.000130	0.000130	
0.000129	3420.049805	1319.928833	33.070301	203.305267	
764.911621	565.644226	73.392845	19.874809	4.412195	
3.858647	3.706282	4.861073	6.665442	5.680787	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.972823	-0.715464	-0.115888	-0.158959	-0.358853	
-1.189952	-1.628433	-1.757915	-1.689086	-1.683223	
-1.685716	-1.604029	-1.597023	-1.627402	-1.540647	
6.464624	8.196580	9.315663	8.896541	7.790878	
5.620401	4.377000	4.594779	4.506995	4.492862	
4.637812	4.387759	4.259775	4.586522	4.203366	
0.000128	0.000070	0.000038	0.000044	0.000063	
0.000108	0.000130	0.000132	0.000132	0.000131	
0.000131	0.000130	0.000130	0.000129	0.000127	
3420.049805	1319.928833	33.070301	203.305267	764.911621	
565.644226	73.392845	19.874809	4.412195	3.858647	
3.706282	4.861073	6.665442	5.680787	12.341456	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.972823	-0.715464	-0.115888	-0.158959	
-0.358853	-1.189952	-1.628433	-1.757915	-1.689086	
-1.683223	-1.685716	-1.604029	-1.597023	-1.627402	
-1.540647	-1.602250	6.464624	8.196580	9.315663	
8.896541	7.790878	5.620401	4.377000	4.594779	
4.506995	4.492862	4.637812	4.387759	4.259775	
4.586522	4.203366	4.769386	0.000128	0.000070	
0.000038	0.000044	0.000063	0.000108	0.000130	
0.000132	0.000132	0.000131	0.000131	0.000130	
0.000130	0.000129	0.000127	0.000126	3420.049805	
1319.928833	33.070301	203.305267	764.911621	565.644226	
73.392845	19.874809	4.412195	3.858647	3.706282	
4.861073	6.665442	5.680787	12.341456	2.825084	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.972823	-0.715464	-0.115888	
-0.158959	-0.358853	-1.189952	-1.628433	-1.757915	
-1.689086	-1.683223	-1.685716	-1.604029	-1.597023	
-1.627402	-1.540647	-1.602250	-1.576241	6.464624	
8.196580	9.315663	8.896541	7.790878	5.620401	
4.377000	4.594779	4.506995	4.492862	4.637812	
4.387759	4.259775	4.586522	4.203366	4.769386	
4.556414	0.000128	0.000070	0.000038	0.000044	
0.000063	0.000108	0.000130	0.000132	0.000132	
0.000131	0.000131	0.000130	0.000130	0.000129	
0.000127	0.000126	0.000126	3420.049805	1319.928833	
33.070301	203.305267	764.911621	565.644226	73.392845	
19.874809	4.412195	3.858647	3.706282	4.861073	
6.665442	5.680787	12.341456	2.825084	4.380976	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.972823	-0.715464	
-0.115888	-0.158959	-0.358853	-1.189952	-1.628433	
-1.757915	-1.689086	-1.683223	-1.685716	-1.604029	
-1.597023	-1.627402	-1.540647	-1.602250	-1.576241	
-1.604701	6.464624	8.196580	9.315663	8.896541	
7.790878	5.620401	4.377000	4.594779	4.506995	
4.492862	4.637812	4.387759	4.259775	4.586522	
4.203366	4.769386	4.556414	5.006397	0.000128	
0.000070	0.000038	0.000044	0.000063	0.000108	
0.000130	0.000132	0.000132	0.000131	0.000131	
0.000130	0.000130	0.000129	0.000127	0.000126	
0.000126	0.000126	3420.049805	1319.928833	33.070301	
203.305267	764.911621	565.644226	73.392845	19.874809	
4.412195	3.858647	3.706282	4.861073	6.665442	
5.680787	12.341456	2.825084	4.380976	6.775917	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.972823	
-0.715464	-0.115888	-0.158959	-0.358853	-1.189952	
-1.628433	-1.757915	-1.689086	-1.683223	-1.685716	
-1.604029	-1.597023	-1.627402	-1.540647	-1.602250	
-1.576241	-1.604701	-1.658710	6.464624	8.196580	
9.315663	8.896541	7.790878	5.620401	4.377000	
4.594779	4.506995	4.492862	4.637812	4.387759	
4.259775	4.586522	4.203366	4.769386	4.556414	
5.006397	4.932149	0.000128	0.000070	0.000038	
0.000044	0.000063	0.000108	0.000130	0.000132	
0.000132	0.000131	0.000131	0.000130	0.000130	
0.000129	0.000127	0.000126	0.000126	0.000126	
0.000128	3420.049805	1319.928833	33.070301	203.305267	
764.911621	565.644226	73.392845	19.874809	4.412195	
3.858647	3.706282	4.861073	6.665442	5.680787	
12.341456	2.825084	4.380976	6.775917	7.098467	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.972823	-0.715464	-0.115888	-0.158959	-0.358853	
-1.189952	-1.628433	-1.757915	-1.689086	-1.683223	
-1.685716	-1.604029	-1.597023	-1.627402	-1.540647	
-1.602250	-1.576241	-1.604701	-1.658710	-1.630281	
6.464624	8.196580	9.315663	8.896541	7.790878	
5.620401	4.377000	4.594779	4.506995	4.492862	
4.637812	4.387759	4.259775	4.586522	4.203366	
4.769386	4.556414	5.006397	4.932149	4.616304	
0.000128	0.000070	0.000038	0.000044	0.000063	
0.000108	0.000130	0.000132	0.000132	0.000131	
0.000131	0.000130	0.000130	0.000129	0.000127	
0.000126	0.000126	0.000126	0.000128	0.000129	
3420.049805	1319.928833	33.070301	203.305267	764.911621	
565.644226	73.392845	19.874809	4.412195	3.858647	
3.706282	4.861073	6.665442	5.680787	12.341456	
2.825084	4.380976	6.775917	7.098467	5.490416	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.972823	-0.715464	-0.115888	-0.158959	
-0.358853	-1.189952	-1.628433	-1.757915	-1.689086	
-1.683223	-1.685716	-1.604029	-1.597023	-1.627402	
-1.540647	-1.602250	-1.576241	-1.604701	-1.658710	
-1.630281	-1.699510	6.464624	8.196580	9.315663	
8.896541	7.790878	5.620401	4.377000	4.594779	
4.506995	4.492862	4.637812	4.387759	4.259775	
4.586522	4.203366	4.769386	4.556414	5.006397	
4.932149	4.616304	4.595318	0.000128	0.000070	
0.000038	0.000044	0.000063	0.000108	0.000130	
0.000132	0.000132	0.000131	0.000131	0.000130	
0.000130	0.000129	0.000127	0.000126	0.000126	
0.000126	0.000128	0.000129	0.000130	3420.049805	
1319.928833	33.070301	203.305267	764.911621	565.644226	
73.392845	19.874809	4.412195	3.858647	3.706282	
4.861073	6.665442	5.680787	12.341456	2.825084	
4.380976	6.775917	7.098467	5.490416	2.179407	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.972823	-0.715464	-0.115888	
-0.158959	-0.358853	-1.189952	-1.628433	-1.757915	
-1.689086	-1.683223	-1.685716	-1.604029	-1.597023	
-1.627402	-1.540647	-1.602250	-1.576241	-1.604701	
-1.658710	-1.630281	-1.699510	-1.699436	6.464624	
8.196580	9.315663	8.896541	7.790878	5.620401	
4.377000	4.594779	4.506995	4.492862	4.637812	
4.387759	4.259775	4.586522	4.203366	4.769386	
4.556414	5.006397	4.932149	4.616304	4.595318	
4.431102	0.000128	0.000070	0.000038	0.000044	
0.000063	0.000108	0.000130	0.000132	0.000132	
0.000131	0.000131	0.000130	0.000130	0.000129	
0.000127	0.000126	0.000126	0.000126	0.000128	
0.000129	0.000130	0.000130	3420.049805	1319.928833	
33.070301	203.305267	764.911621	565.644226	73.392845	
19.874809	4.412195	3.858647	3.706282	4.861073	
6.665442	5.680787	12.341456	2.825084	4.380976	
6.775917	7.098467	5.490416	2.179407	1.743907	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.972823	-0.715464	
-0.115888	-0.158959	-0.358853	-1.189952	-1.628433	
-1.757915	-1.689086	-1.683223	-1.685716	-1.604029	
-1.597023	-1.627402	-1.540647	-1.602250	-1.576241	
-1.604701	-1.658710	-1.630281	-1.699510	-1.699436	
-1.706901	6.464624	8.196580	9.315663	8.896541	
7.790878	5.620401	4.377000	4.594779	4.506995	
4.492862	4.637812	4.387759	4.259775	4.586522	
4.203366	4.769386	4.556414	5.006397	4.932149	
4.616304	4.595318	4.431102	4.589509	0.000128	
0.000070	0.000038	0.000044	0.000063	0.000108	
0.000130	0.000132	0.000132	0.000131	0.000131	
0.000130	0.000130	0.000129	0.000127	0.000126	
0.000126	0.000126	0.000128	0.000129	0.000130	
0.000130	0.000130	3420.049805	1319.928833	33.070301	
203.305267	764.911621	565.644226	73.392845	19.874809	
4.412195	3.858647	3.706282	4.861073	6.665442	
5.680787	12.341456	2.825084	4.380976	6.775917	
7.098467	5.490416	2.179407	1.743907	1.247088	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.972823	
-0.715464	-0.115888	-0.158959	-0.358853	-1.189952	
-1.628433	-1.757915	-1.689086	-1.683223	-1.685716	
-1.604029	-1.597023	-1.627402	-1.540647	-1.602250	
-1.576241	-1.604701	-1.658710	-1.630281	-1.699510	
-1.699436	-1.706901	-1.649452	6.464624	8.196580	
9.315663	8.896541	7.790878	5.620401	4.377000	
4.594779	4.506995	4.492862	4.637812	4.387759	
4.259775	4.586522	4.203366	4.769386	4.556414	
5.006397	4.932149	4.616304	4.595318	4.431102	
4.589509	4.573863	0.000128	0.000070	0.000038	
0.000044	0.000063	0.000108	0.000130	0.000132	
0.000132	0.000131	0.000131	0.000130	0.000130	
0.000129	0.000127	0.000126	0.000126	0.000126	
0.000128	0.000129	0.000130	0.000130	0.000130	
0.000130	3420.049805	1319.928833	33.070301	203.305267	
764.911621	565.644226	73.392845	19.874809	4.412195	
3.858647	3.706282	4.861073	6.665442	5.680787	
12.341456	2.825084	4.380976	6.775917	7.098467	
5.490416	2.179407	1.743907	1.247088	1.702603	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.972823	-0.715464	-0.115888	-0.158959	-0.358853	
-1.189952	-1.628433	-1.757915	-1.689086	-1.683223	
-1.685716	-1.604029	-1.597023	-1.627402	-1.540647	
-1.602250	-1.576241	-1.604701	-1.658710	-1.630281	
-1.699510	-1.699436	-1.706901	-1.649452	-1.659032	
6.464624	8.196580	9.315663	8.896541	7.790878	
5.620401	4.377000	4.594779	4.506995	4.492862	
4.637812	4.387759	4.259775	4.586522	4.203366	
4.769386	4.556414	5.006397	4.932149	4.616304	
4.595318	4.431102	4.589509	4.573863	4.589817	
0.000128	0.000070	0.000038	0.000044	0.000063	
0.000108	0.000130	0.000132	0.000132	0.000131	
0.000131	0.000130	0.000130	0.000129	0.000127	
0.000126	0.000126	0.000126	0.000128	0.000129	
0.000130	0.000130	0.000130	0.000130	0.000130	
3420.049805	1319.928833	33.070301	203.305267	764.911621	
565.644226	73.392845	19.874809	4.412195	3.858647	
3.706282	4.861073	6.665442	5.680787	12.341456	
2.825084	4.380976	6.775917	7.098467	5.490416	
2.179407	1.743907	1.247088	1.702603	3.781647	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.972823	-0.715464	-0.115888	-0.158959	
-0.358853	-1.189952	-1.628433	-1.757915	-1.689086	
-1.683223	-1.685716	-1.604029	-1.597023	-1.627402	
-1.540647	-1.602250	-1.576241	-1.604701	-1.658710	
-1.630281	-1.699510	-1.699436	-1.706901	-1.649452	
-1.659032	-1.719552	6.464624	8.196580	9.315663	
8.896541	7.790878	5.620401	4.377000	4.594779	
4.506995	4.492862	4.637812	4.387759	4.259775	
4.586522	4.203366	4.769386	4.556414	5.006397	
4.932149	4.616304	4.595318	4.431102	4.589509	
4.573863	4.589817	4.630390	0.000128	0.000070	
0.000038	0.000044	0.000063	0.000108	0.000130	
0.000132	0.000132	0.000131	0.000131	0.000130	
0.000130	0.000129	0.000127	0.000126	0.000126	
0.000126	0.000128	0.000129	0.000130	0.000130	
0.000130	0.000130	0.000130	0.000131	3420.049805	
1319.928833	33.070301	203.305267	764.911621	565.644226	
73.392845	19.874809	4.412195	3.858647	3.706282	
4.861073	6.665442	5.680787	12.341456	2.825084	
4.380976	6.775917	7.098467	5.490416	2.179407	
1.743907	1.247088	1.702603	3.781647	2.558373	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.713869	-1.972823	-0.715464	-0.115888	
-0.158959	-0.358853	-1.189952	-1.628433	-1.757915	
-1.689086	-1.683223	-1.685716	-1.604029	-1.597023	
-1.627402	-1.540647	-1.602250	-1.576241	-1.604701	
-1.658710	-1.630281	-1.699510	-1.699436	-1.706901	
-1.649452	-1.659032	-1.719552	-1.713738	6.464624	
8.196580	9.315663	8.896541	7.790878	5.620401	
4.377000	4.594779	4.506995	4.492862	4.637812	
4.387759	4.259775	4.586522	4.203366	4.769386	
4.556414	5.006397	4.932149	4.616304	4.595318	
4.431102	4.589509	4.573863	4.589817	4.630390	
4.548550	0.000128	0.000070	0.000038	0.000044	
0.000063	0.000108	0.000130	0.000132	0.000132	
0.000131	0.000131	0.000130	0.000130	0.000129	
0.000127	0.000126	0.000126	0.000126	0.000128	
0.000129	0.000130	0.000130	0.000130	0.000130	
0.000130	0.000131	0.000131	3420.049805	1319.928833	
33.070301	203.305267	764.911621	565.644226	73.392845	
19.874809	4.412195	3.858647	3.706282	4.861073	
6.665442	5.680787	12.341456	2.825084	4.380976	
6.775917	7.098467	5.490416	2.179407	1.743907	
1.247088	1.702603	3.781647	2.558373	1.974270	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.713869	-1.715454	-1.972823	-0.715464	
-0.115888	-0.158959	-0.358853	-1.189952	-1.628433	
-1.757915	-1.689086	-1.683223	-1.685716	-1.604029	
-1.597023	-1.627402	-1.540647	-1.602250	-1.576241	
-1.604701	-1.658710	-1.630281	-1.699510	-1.699436	
-1.706901	-1.649452	-1.659032	-1.719552	-1.713738	
-1.715323	6.464624	8.196580	9.315663	8.896541	
7.790878	5.620401	4.377000	4.594779	4.506995	
4.492862	4.637812	4.387759	4.259775	4.586522	
4.203366	4.769386	4.556414	5.006397	4.932149	
4.616304	4.595318	4.431102	4.589509	4.573863	
4.589817	4.630390	4.548550	4.633121	0.000128	
0.000070	0.000038	0.000044	0.000063	0.000108	
0.000130	0.000132	0.000132	0.000131	0.000131	
0.000130	0.000130	0.000129	0.000127	0.000126	
0.000126	0.000126	0.000128	0.000129	0.000130	
0.000130	0.000130	0.000130	0.000130	0.000131	
0.000131	0.000131	3420.049805	1319.928833	33.070301	
203.305267	764.911621	565.644226	73.392845	19.874809	
4.412195	3.858647	3.706282	4.861073	6.665442	
5.680787	12.341456	2.825084	4.380976	6.775917	
7.098467	5.490416	2.179407	1.743907	1.247088	
1.702603	3.781647	2.558373	1.974270	5.079039	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.713869	-1.715454	-1.714320	-1.972823	
-0.715464	-0.115888	-0.158959	-0.358853	-1.189952	
-1.628433	-1.757915	-1.689086	-1.683223	-1.685716	
-1.604029	-1.597023	-1.627402	-1.540647	-1.602250	
-1.576241	-1.604701	-1.658710	-1.630281	-1.699510	
-1.699436	-1.706901	-1.649452	-1.659032	-1.719552	
-1.713738	-1.715323	-1.714190	6.464624	8.196580	
9.315663	8.896541	7.790878	5.620401	4.377000	
4.594779	4.506995	4.492862	4.637812	4.387759	
4.259775	4.586522	4.203366	4.769386	4.556414	
5.006397	4.932149	4.616304	4.595318	4.431102	
4.589509	4.573863	4.589817	4.630390	4.548550	
4.633121	4.771646	0.000128	0.000070	0.000038	
0.000044	0.000063	0.000108	0.000130	0.000132	
0.000132	0.000131	0.000131	0.000130	0.000130	
0.000129	0.000127	0.000126	0.000126	0.000126	
0.000128	0.000129	0.000130	0.000130	0.000130	
0.000130	0.000130	0.000131	0.000131	0.000131	
0.000131	3420.049805	1319.928833	33.070301	203.305267	
764.911621	565.644226	73.392845	19.874809	4.412195	
3.858647	3.706282	4.861073	6.665442	5.680787	
12.341456	2.825084	4.380976	6.775917	7.098467	
5.490416	2.179407	1.743907	1.247088	1.702603	
3.781647	2.558373	1.974270	5.079039	33.445431	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.713869	-1.715454	-1.714320	-1.734198	
-1.972823	-0.715464	-0.115888	-0.158959	-0.358853	
-1.189952	-1.628433	-1.757915	-1.689086	-1.683223	
-1.685716	-1.604029	-1.597023	-1.627402	-1.540647	
-1.602250	-1.576241	-1.604701	-1.658710	-1.630281	
-1.699510	-1.699436	-1.706901	-1.649452	-1.659032	
-1.719552	-1.713738	-1.715323	-1.714190	-1.734068	
6.464624	8.196580	9.315663	8.896541	7.790878	
5.620401	4.377000	4.594779	4.506995	4.492862	
4.637812	4.387759	4.259775	4.586522	4.203366	
4.769386	4.556414	5.006397	4.932149	4.616304	
4.595318	4.431102	4.589509	4.573863	4.589817	
4.630390	4.548550	4.633121	4.771646	4.489265	
0.000128	0.000070	0.000038	0.000044	0.000063	
0.000108	0.000130	0.000132	0.000132	0.000131	
0.000131	0.000130	0.000130	0.000129	0.000127	
0.000126	0.000126	0.000126	0.000128	0.000129	
0.000130	0.000130	0.000130	0.000130	0.000130	
0.000131	0.000131	0.000131	0.000131	0.000130	
3420.049805	1319.928833	33.070301	203.305267	764.911621	
565.644226	73.392845	19.874809	4.412195	3.858647	
3.706282	4.861073	6.665442	5.680787	12.341456	
2.825084	4.380976	6.775917	7.098467	5.490416	
2.179407	1.743907	1.247088	1.702603	3.781647	
2.558373	1.974270	5.079039	33.445431	156.450974	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
-1.190061	-1.628562	-1.758047	-1.689218	-1.683355	
-1.685847	-1.604160	-1.597153	-1.627530	-1.540775	
-1.602376	-1.576368	-1.604827	-1.658838	-1.630410	
-1.699640	-1.699567	-1.707031	-1.649582	-1.659162	
-1.719683	-1.713869	-1.715454	-1.714320	-1.734198	
-1.750148	-1.972823	-0.715464	-0.115888	-0.158959	
-0.358853	-1.189952	-1.628433	-1.757915	-1.689086	
-1.683223	-1.685716	-1.604029	-1.597023	-1.627402	
-1.540647	-1.602250	-1.576241	-1.604701	-1.658710	
-1.630281	-1.699510	-1.699436	-1.706901	-1.649452	
-1.659032	-1.719552	-1.713738	-1.715323	-1.714190	
-1.734068	-1.750018	6.464624	8.196580	9.315663	
8.896541	7.790878	5.620401	4.377000	4.594779	
4.506995	4.492862	4.637812	4.387759	4.259775	
4.586522	4.203366	4.769386	4.556414	5.006397	
4.932149	4.616304	4.595318	4.431102	4.589509	
4.573863	4.589817	4.630390	4.548550	4.633121	
4.771646	4.489265	4.766301	0.000128	0.000070	
0.000038	0.000044	0.000063	0.000108	0.000130	
0.000132	0.000132	0.000131	0.000131	0.000130	
0.000130	0.000129	0.000127	0.000126	0.000126	
0.000126	0.000128	0.000129	0.000130	0.000130	
0.000130	0.000130	0.000130	0.000131	0.000131	
0.000131	0.000131	0.000130	0.000131	3420.049805	
1319.928833	33.070301	203.305267	764.911621	565.644226	
73.392845	19.874809	4.412195	3.858647	3.706282	
4.861073	6.665442	5.680787	12.341456	2.825084	
4.380976	6.775917	7.098467	5.490416	2.179407	
1.743907	1.247088	1.702603	3.781647	2.558373	
1.974270	5.079039	33.445431	156.450974	8.816236	
-1.972950	-0.715534	-0.115926	-0.159002	-0.358916	
